Time (s),Sound pressure level (dB)
267.25,-63.23421120663834
267.5,-55.059396245818576
267.75,-57.70873664833995
268.0,-53.892429302778986
268.25,-49.073328764939504
268.5,-54.626975070767216
268.75,-47.34294078917686
269.0,-59.22773935468979
269.25,-58.19950772708782
269.5,-57.644288549965296
269.75,-47.85163921451673
270.0,-52.54237885126537
270.25,-51.314180853850495
270.5,-52.39727933486379
270.75,-50.94767872965585
271.0,-52.402009655580805
271.25,-54.96895049393061
271.5,-55.42926579605606
271.75,-55.76980757005038
272.0,-52.53467894279215
272.25,-53.13988491451686
272.5,-50.24942830626374
272.75,-49.996090045131375
273.0,-63.90326767542101
273.25,-50.79217991401922
273.5,-56.647477137577226
273.75,-50.31246876716392
274.0,-51.66716417616201
274.25,-58.07447949754635
274.5,-55.43567982829562
274.75,-45.751484351992815
275.0,-55.540466550116754
275.25,-56.74627005189249
275.5,-59.862033009464646
275.75,-53.98684369807876
276.0,-55.89453861024313
276.25,-53.55946854099086
276.5,-56.03794317011071
276.75,-41.49643774266636
277.0,-53.2614700480209
277.25,-57.77288438407626
277.5,-58.42995624555209
277.75,-49.61338015278846
278.0,-57.52919731619815
278.25,-55.27565080356747
278.5,-49.28925622254498
278.75,-55.182557847766674
279.0,-48.70150263778301
279.25,-56.27382700567385
279.5,-50.627422617372545
279.75,-47.44498794644111
280.0,-40.460227349893394
280.25,-50.92077395934643
280.5,-55.42195387021278
280.75,-59.68100477626838
281.0,-46.57853690573781
281.25,-50.73921664849764
281.5,-49.42572475171942
281.75,-38.156566966452125
282.0,-53.48722126029013
282.25,-52.44774137011223
282.5,-51.002232970048134
282.75,-56.437890073219705
283.0,-48.04612807668871
283.25,-51.26041375885716
283.5,-54.13198430908497
283.75,-57.09469141499659
284.0,-58.00470851523968
284.25,-53.37864479925898
284.5,-51.682936532056964
284.75,-57.043390601790854
285.0,-55.351962039442455
285.25,-44.16011490369311
285.5,-61.538405045803195
285.75,-55.00661865368393
286.0,-53.10981146088624
286.25,-55.35645778527932
286.5,-52.81261421849028
286.75,-59.620006446422266
287.0,-60.27926962465115
287.25,-49.162431387114665
287.5,-49.81483505108162
287.75,-44.85679023327786
288.0,-54.46712951555781
288.25,-54.70509672132723
288.5,-59.602830320108154
288.75,-55.224937192774725
289.0,-47.40220124655075
289.25,-52.90438604049519
289.5,-60.02175368742741
289.75,-47.03342195324767
290.0,-46.8564183436614
290.25,-57.159149216924575
290.5,-47.16656595488243
290.75,-60.95173905928312
291.0,-49.9319404791172
291.25,-50.74522825739636
291.5,-44.966623290653395
291.75,-56.94041016660738
292.0,-54.94573005346176
292.25,-43.863996689193606
292.5,-58.09858386720217
292.75,-59.08336537589868
293.0,-48.37480284060449
293.25,-45.58257716403107
293.5,-55.88468167909716
293.75,-55.80507113577554
294.0,-47.69012929957002
294.25,-48.158177206445735
294.5,-50.47065248455764
294.75,-61.355366898059785
295.0,-58.54764568861611
295.25,-63.80884229788107
295.5,-54.244965495966134
295.75,-60.036783153999586
296.0,-51.24440969819454
296.25,-54.827863869627315
296.5,-56.652987734635055
296.75,-51.838810874989406
297.0,-55.44318145375305
297.25,-47.27438833439411
297.5,-54.9426577020567
297.75,-53.07715779394833
298.0,-57.52174266902005
298.25,-49.41076549474558
298.5,-42.77691442430341
298.75,-53.707401109948506
299.0,-48.168262578287326
299.25,-53.54757454827845
299.5,-51.559273290599556
299.75,-45.62287892125552
300.0,-53.6640945370444
300.25,-59.715383140573756
300.5,-56.34965769626716
300.75,-55.44908420758563
301.0,-51.812313611739334
301.25,-53.22715565919044
301.5,-49.90896754959092
301.75,-46.25380677734327
302.0,-50.63165387234094
302.25,-48.08029678572791
302.5,-46.96550540470773
302.75,-56.613704508226654
303.0,-50.25029979085088
303.25,-52.21658115048843
303.5,-56.09684828285078
303.75,-45.606609994316244
304.0,-55.92139211645348
304.25,-56.810275596739885
304.5,-56.934838270707374
304.75,-53.1279325423041
305.0,-54.42273834526631
305.25,-54.168189253016095
305.5,-54.9189739386427
305.75,-59.31694811888592
306.0,-60.05436426610376
306.25,-52.765731694106485
306.5,-43.75478245226028
306.75,-57.0897799277627
307.0,-56.44756036429537
307.25,-50.87401918582479
307.5,-50.43758629517158
307.75,-56.13872442043922
308.0,-44.95734213352932
308.25,-57.642859393089005
308.5,-56.095729936935
308.75,-52.417759392247966
309.0,-54.3660569922099
309.25,-58.997876656154915
309.5,-54.20565458367694
309.75,-54.56761471946934
310.0,-56.415760787393715
310.25,-53.09751947470259
310.5,-57.86691414447206
310.75,-51.05986604934553
311.0,-48.209581961547805
311.25,-52.396104210501925
311.5,-45.59362288955973
311.75,-54.05595866139381
312.0,-52.63947066690683
312.25,-51.938354239871614
312.5,-52.37494720314757
312.75,-54.582067384319366
313.0,-52.693853678975145
313.25,-55.53577611078386
313.5,-49.80684331421165
313.75,-50.506290456445555
314.0,-44.342401979161146
314.25,-62.14058206096051
314.5,-50.14517159869111
314.75,-49.27564395944005
315.0,-53.520585759041566
315.25,-68.59327648634756
315.5,-53.93840584359741
315.75,-51.23959956714802
316.0,-56.5108589158575
316.25,-56.327867483800475
316.5,-54.48386372814878
316.75,-61.15054382217672
317.0,-48.15017464389193
317.25,-58.6860864503496
317.5,-52.0854267964737
317.75,-54.242401499243584
318.0,-48.963963004446725
318.25,-50.15658698417298
318.5,-47.79911483308751
318.75,-49.42527608020834
319.0,-54.965761702770834
319.25,-51.64429234334394
319.5,-48.77165886553833
319.75,-49.613308596036916
320.0,-53.754714491906945
320.25,-61.96187966725683
320.5,-54.53472977932179
320.75,-50.298867990352385
321.0,-49.16187116811416
321.25,-48.88849583266509
321.5,-56.806775174445406
321.75,-48.15102606908214
322.0,-61.03647227191725
322.25,-61.17977664301183
322.5,-54.23731591391701
322.75,-45.45138530467544
323.0,-52.66423219837364
323.25,-48.367490089529795
323.5,-50.870434142031726
323.75,-55.657169703145996
324.0,-56.54806716611909
324.25,-56.24722437979701
324.5,-53.52718716938989
324.75,-52.43347679423471
325.0,-62.26429736922371
325.25,-51.87208318731332
325.5,-53.71533120061328
325.75,-50.78139601518101
326.0,-52.747658756414964
326.25,-51.38633113375227
326.5,-48.36962302384886
326.75,-53.65418050911868
327.0,-58.84428814095551
327.25,-59.59497993620882
327.5,-47.799327730378735
327.75,-56.77497997971768
328.0,-51.645724978708465
328.25,-59.193421316055314
328.5,-47.050584719152575
328.75,-46.40047152948732
329.0,-47.7268257056951
329.25,-50.917754065849586
329.5,-50.84110820526058
329.75,-55.167480066221835
330.0,-52.992006326860334
330.25,-48.88620964818595
330.5,-61.209020119856845
330.75,-59.898464373763325
331.0,-56.479235121316485
331.25,-49.199725014417815
331.5,-55.24379149141346
331.75,-62.131778147418714
332.0,-49.333341304466714
332.25,-51.99405386811252
332.5,-58.92578804070756
332.75,-51.996251103121104
333.0,-55.683579028247934
333.25,-48.832472037161416
333.5,-60.92425866415187
333.75,-55.53488661834786
334.0,-56.418868342616
334.25,-49.4547869032445
334.5,-60.724843756302434
334.75,-49.653116172134155
335.0,-51.35531134995552
335.25,-50.50011502375032
335.5,-57.98934285309758
335.75,-46.573191665618964
336.0,-58.978156928535014
336.25,-54.82775929126139
336.5,-49.59101785942853
336.75,-48.23754801652196
337.0,-52.75226054801571
337.25,-55.894913067431325
337.5,-59.33982516758018
337.75,-52.469526513718
338.0,-58.480016019917095
338.25,-58.01184866091266
338.5,-55.20994843379157
338.75,-51.819947516257315
339.0,-55.950115485694155
339.25,-51.53918367934373
339.5,-55.296252931281586
339.75,-39.94385048127371
340.0,-47.43928624616614
340.25,-53.48385251357943
340.5,-58.29359750560226
340.75,-55.99792358623845
341.0,-57.21558689944657
341.25,-44.95259470298433
341.5,-45.871871086571595
341.75,-49.18185729415984
342.0,-45.46460097962565
342.25,-49.49087592849516
342.5,-58.32966589784415
342.75,-61.19329381293306
343.0,-53.46820179126266
343.25,-61.43917608964759
343.5,-54.19491102719144
343.75,-47.58095374706245
344.0,-49.36699475699844
344.25,-46.51359092570749
344.5,-46.975558789253526
344.75,-48.20662216839101
345.0,-53.751964905881856
345.25,-49.544547270667834
345.5,-52.38087902530586
345.75,-55.745551093927716
346.0,-47.303904693935344
346.25,-45.269429450009724
346.5,-52.539026849443964
346.75,-57.727531575521496
347.0,-52.26846298400363
347.25,-47.316011832309414
347.5,-59.26145741292254
347.75,-51.202248203601116
348.0,-51.51836682374052
348.25,-55.348209713909924
348.5,-49.37574906921006
348.75,-42.02960529278905
349.0,-54.03281363814303
349.25,-52.20243770063985
349.5,-59.37881968942363
349.75,-54.0765525466833
350.0,-55.144689971022764
350.25,-59.30298329687952
350.5,-51.94802415895707
350.75,-51.829595022222996
351.0,-54.35435615631333
351.25,-52.52443111828893
351.5,-57.62610146634069
351.75,-52.26635961841791
352.0,-52.6830682117728
352.25,-48.467425963855945
352.5,-54.10023211044239
352.75,-51.86679146322849
353.0,-56.66553440567555
353.25,-54.049836250073334
353.5,-48.89025504763909
353.75,-52.912971614856296
354.0,-62.770198634035125
354.25,-46.799426315440115
354.5,-59.59134402288245
354.75,-45.70814325099496
355.0,-52.28533384241175
355.25,-53.45822175866466
355.5,-58.41159423650481
355.75,-54.961939449360536
356.0,-60.20457189917718
356.25,-50.24930587262032
356.5,-51.24190430239974
356.75,-61.14633565543406
357.0,-60.194786305372546
357.25,-54.16389127064012
357.5,-51.45568061586838
357.75,-58.54557787126796
358.0,-55.10801424826119
358.25,-47.668402853502585
358.5,-48.653277398702514
358.75,-50.37415454881439
359.0,-47.56963593128369
359.25,-46.421326883529545
359.5,-53.68276885196717
359.75,-50.23936697061391
360.0,-55.10082865335085
360.25,-51.990232293415865
360.5,-53.53443780656384
360.75,-50.42218070379478
361.0,-56.93414270870939
361.25,-55.6514209167472
361.5,-50.350236373973026
361.75,-60.66594263680286
362.0,-52.92940602749396
362.25,-56.45659450631836
362.5,-53.16702015923672
362.75,-56.786006387545946
363.0,-51.912963545991246
363.25,-44.63836825469307
363.5,-54.40417052348219
363.75,-48.416576638538054
364.0,-52.99575527110423
364.25,-47.18510329507529
364.5,-52.32849458633169
364.75,-51.38476317769442
365.0,-53.698097197359054
365.25,-53.3643680071382
365.5,-52.311003323034356
365.75,-47.17131292164057
366.0,-54.07198897627141
366.25,-47.032778861566676
366.5,-52.52494206626721
366.75,-51.378982485035586
367.0,-62.828113723781875
367.25,-45.0264620765539
367.5,-58.77727715049248
367.75,-51.159136671205644
368.0,-54.41248932697938
368.25,-50.129840396513735
368.5,-51.82544927798398
368.75,-52.95343119354534
369.0,-59.780962822642046
369.25,-47.57188893692036
369.5,-57.33512096879784
369.75,-51.68775948198057
370.0,-52.57969079933441
370.25,-56.21372822354618
370.5,-43.70849195395175
370.75,-59.181192020962335
371.0,-58.775668244098135
371.25,-61.30681192993761
371.5,-50.433871878937914
371.75,-53.19540890645124
372.0,-58.230184523367775
372.25,-60.53169142515913
372.5,-52.668108197978235
372.75,-53.83231213757521
373.0,-50.54169012852779
373.25,-53.640410418271244
373.5,-44.41650993106954
373.75,-57.644528732468245
374.0,-52.82379573590903
374.25,-62.441660140187864
374.5,-57.900756570934185
374.75,-47.39204894053822
375.0,-50.130746010731336
375.25,-56.85493190726489
375.5,-55.51412872525433
375.75,-48.71474873366162
376.0,-50.76818751345658
376.25,-54.93386307281036
376.5,-51.66747300044159
376.75,-54.624867788613166
377.0,-56.90884693281192
377.25,-54.39335229104464
377.5,-51.97321773930669
377.75,-49.44771208182944
378.0,-58.451102713827396
378.25,-58.473708344115224
378.5,-61.52105336549559
378.75,-52.4018500668755
379.0,-49.48870055230642
379.25,-53.897553458463136
379.5,-53.80497977067005
379.75,-43.43134698931652
380.0,-49.16306837143964
380.25,-53.05407519201557
380.5,-46.06397997256562
380.75,-49.38297630656528
381.0,-48.77091907865794
381.25,-53.40065985567336
381.5,-53.97568339956347
381.75,-51.15583135617298
382.0,-54.02799347047641
382.25,-52.66815124792828
382.5,-52.51258185210402
382.75,-54.599077279243154
383.0,-55.41610681007924
383.25,-47.725447079371726
383.5,-49.1248130791988
383.75,-48.86721729565852
384.0,-59.11555002503065
384.25,-55.51262559307614
384.5,-54.21822282037008
384.75,-57.1609819616538
385.0,-49.58516757824163
385.25,-58.18693651237087
385.5,-62.87995153254383
385.75,-54.46120364546562
386.0,-48.78708535227189
386.25,-53.22974672728638
386.5,-51.212849229624666
386.75,-58.64661850306615
387.0,-54.47575408230705
387.25,-48.955005338270894
387.5,-55.388421312719444
387.75,-53.84522389914082
388.0,-63.58400198029004
388.25,-46.7633935865803
388.5,-53.87221055046545
388.75,-51.276121609899945
389.0,-52.7286381015299
389.25,-50.90859788839282
389.5,-59.84627103008273
389.75,-46.75127177273459
390.0,-60.12553938729818
390.25,-47.6638867124994
390.5,-48.065645102197465
390.75,-59.20322320523309
391.0,-58.61721996446278
391.25,-64.24131443294564
391.5,-51.42992396226582
391.75,-57.535483064404005
392.0,-53.59558925926256
392.25,-51.61061781204419
392.5,-50.76649760864862
392.75,-54.831232473042824
393.0,-51.113227765004105
393.25,-49.843152417614945
393.5,-51.82746790556648
393.75,-49.62653594819681
394.0,-53.57500431626204
394.25,-52.299338255502285
394.5,-58.07945125705282
394.75,-46.219663059006365
395.0,-50.79423197544579
395.25,-56.60492553719138
395.5,-55.25189520664261
395.75,-58.03723880756666
396.0,-55.01243067459305
396.25,-53.95534367354929
396.5,-55.10672045026196
396.75,-57.53191763297639
397.0,-48.124209416243275
397.25,-57.558457839613
397.5,-44.708964990407594
397.75,-59.74151979843833
398.0,-50.81325286868881
398.25,-50.18756672000083
398.5,-47.15951533440904
398.75,-55.87626359100159
399.0,-56.45730714768808
399.25,-57.29798667923408
399.5,-46.96691985805312
399.75,-56.71534978129475
400.0,-51.32299441100623
400.25,-53.25188044588912
400.5,-48.09347266923484
400.75,-45.64582729189934
401.0,-60.30681476970487
401.25,-45.584802800527946
401.5,-51.70854572418272
401.75,-58.39508457198542
402.0,-53.33920972119066
402.25,-49.70624321309797
402.5,-53.72137185235393
402.75,-50.97504209324681
403.0,-47.067266008709844
403.25,-46.43356339602924
403.5,-55.01060985996427
403.75,-50.83685100537227
404.0,-52.921467055866835
404.25,-56.188738365887566
404.5,-59.32961178514838
404.75,-53.01462916938229
405.0,-60.165752548602825
405.25,-57.762627706562576
405.5,-50.54177311025113
405.75,-56.93813996357018
406.0,-61.38349415867921
406.25,-57.410081444859955
406.5,-57.54942507048553
406.75,-52.57847824605065
407.0,-55.057382952051796
407.25,-53.6726833172895
407.5,-53.73864560718366
407.75,-57.23146695956619
408.0,-55.71573123179901
408.25,-54.75571132735884
408.5,-45.0285873995399
408.75,-53.52802018534723
409.0,-48.969035460111364
409.25,-53.30397824649418
409.5,-58.63234073716189
409.75,-53.709055864248576
410.0,-59.45949901204571
410.25,-62.50713687830646
410.5,-59.50833384406822
410.75,-50.45752437225444
411.0,-49.9783327490971
411.25,-52.17763740000117
411.5,-53.5921252062492
411.75,-58.06053273945071
412.0,-52.33827999219471
412.25,-50.304811503136214
412.5,-58.64566304108744
412.75,-52.93973423267136
413.0,-50.984121603959
413.25,-41.08361449332872
413.5,-52.228298351082806
413.75,-52.22727397257963
414.0,-65.04595512332497
414.25,-54.965413646507685
414.5,-57.347684412766576
414.75,-48.35921226148723
415.0,-56.475531350008765
415.25,-49.56015703480157
415.5,-56.116869173233766
415.75,-41.416657810437144
416.0,-63.56614204000664
416.25,-56.39658839264043
416.5,-51.342986041350336
416.75,-55.93699045482099
417.0,-59.05055376130746
417.25,-59.679787928923616
417.5,-52.51155307369304
417.75,-59.41279613607749
418.0,-52.26345492748244
418.25,-54.68352196852254
418.5,-44.55871738998678
418.75,-50.5115854977639
419.0,-49.108682267293915
419.25,-57.44693811663078
419.5,-55.99250002642373
419.75,-57.71642730118836
420.0,-55.09300640160279
420.25,-55.97532815547626
420.5,-60.38265457207565
420.75,-53.59712136768927
421.0,-45.142479161014016
421.25,-57.72357243216635
421.5,-49.705846393795234
421.75,-56.24254490065047
422.0,-58.16109547523555
422.25,-57.49094623084904
422.5,-59.07104341605638
422.75,-53.219144231590974
423.0,-54.47717117870143
423.25,-45.8402463339828
423.5,-48.353106616993806
423.75,-50.30894496203609
424.0,-58.902510633204436
424.25,-49.350063291212436
424.5,-53.600675304621575
424.75,-49.60281255601095
425.0,-51.24301964645921
425.25,-55.46040080196644
425.5,-56.157101291939576
425.75,-53.00442541441316
426.0,-58.32137871356293
426.25,-65.12672548515292
426.5,-57.74314395563257
426.75,-63.53191318157465
427.0,-48.35879146870435
427.25,-53.92302328940965
427.5,-54.496242418248926
427.75,-52.27959589886267
428.0,-52.08848548610637
428.25,-53.41518895283795
428.5,-56.866675890536065
428.75,-50.285246016600404
429.0,-57.013147472280714
429.25,-61.628311800376395
429.5,-49.75085170464505
429.75,-45.661002208311885
430.0,-50.355435497087505
430.25,-49.95603143471459
430.5,-59.16405119379084
430.75,-54.9925849408258
431.0,-56.88256163061886
431.25,-48.12889197733116
431.5,-53.68721917265713
431.75,-62.06756958593736
432.0,-52.500051920670565
432.25,-51.15426723815804
432.5,-57.81146724052185
432.75,-43.83598501524806
433.0,-54.72741976195371
433.25,-55.3301364650085
433.5,-63.37160222205343
433.75,-56.15644414063473
434.0,-53.87696535206707
434.25,-48.40394371963988
434.5,-45.89800924922225
434.75,-48.94783297298016
435.0,-59.08259617607549
435.25,-55.51440087184848
435.5,-53.322356138608626
435.75,-48.908417385682945
436.0,-57.074231609919835
436.25,-59.669962142567904
436.5,-46.622837939254616
436.75,-55.1340700165202
437.0,-57.55453616668843
437.25,-56.67321262320377
437.5,-61.06926018782502
437.75,-47.72995674852542
438.0,-54.88590551065436
438.25,-62.45765090741352
438.5,-53.12438307315773
438.75,-59.75699234585703
439.0,-59.12327031564025
439.25,-50.861678048058835
439.5,-50.71152863924589
439.75,-58.59944129627412
440.0,-60.85213499718923
440.25,-57.67059131058522
440.5,-58.346140159369526
440.75,-48.502431987211
441.0,-53.8571403616247
441.25,-54.50722353538389
441.5,-55.62322303772887
441.75,-52.68121914392827
442.0,-51.159245160025876
442.25,-54.485938716193026
442.5,-53.78822317054852
442.75,-54.66175351685095
443.0,-50.7628626359605
443.25,-46.783228093026366
443.5,-59.15472404832462
443.75,-54.87774169267202
444.0,-59.03234775397143
444.25,-46.410985137553865
444.5,-53.13019370737709
444.75,-51.113469105554216
445.0,-51.46341616699716
445.25,-62.57326654166032
445.5,-46.68133592415615
445.75,-45.086020730152384
446.0,-59.41594870593476
446.25,-52.401029069718724
446.5,-51.343606805385456
446.75,-53.97834812034469
447.0,-53.14029992504288
447.25,-46.26917534690316
447.5,-50.17144388558951
447.75,-54.25156140160914
448.0,-56.849656436615874
448.25,-47.48692602510883
448.5,-50.34813806513888
448.75,-62.403637696355766
449.0,-49.89628611650872
449.25,-55.122538936893065
449.5,-57.17869812706248
449.75,-62.00527980305343
450.0,-52.19150607100547
450.25,-57.139328044685314
450.5,-58.05188162861163
450.75,-59.93641343325515
451.0,-46.16953792217796
451.25,-60.39395914266605
451.5,-53.867774532186914
451.75,-50.95765835287321
452.0,-50.38315986333515
452.25,-54.71922810801247
452.5,-52.99968532048272
452.75,-50.02480846803247
453.0,-44.75124543372314
453.25,-48.59010928226893
453.5,-55.08986138366269
453.75,-54.02663986410505
454.0,-52.58090701550623
454.25,-62.06692338697168
454.5,-58.31647923166832
454.75,-49.601745860205014
455.0,-58.09351035744157
455.25,-54.467438069678884
455.5,-56.973690593228675
455.75,-56.33722055894979
456.0,-54.312838747219686
456.25,-39.56412372004332
456.5,-48.27478932960813
456.75,-50.26199354345973
457.0,-51.20120663477742
457.25,-59.20994458246182
457.5,-49.16949566845705
457.75,-57.00115067679694
458.0,-55.60525607902776
458.25,-57.39808443518763
458.5,-46.252471441493824
458.75,-56.75419335342806
459.0,-46.30271210608305
459.25,-45.777489437934065
459.5,-46.97297246625522
459.75,-52.741075711804896
460.0,-48.48339182094485
460.25,-52.62531440045525
460.5,-51.53818531336447
460.75,-58.66011867948192
461.0,-51.16698260672945
461.25,-47.08165237449258
461.5,-55.83925051516037
461.75,-43.18858255640555
462.0,-56.27626989060395
462.25,-57.638636635523284
462.5,-44.55740729916774
462.75,-61.7897215571643
463.0,-61.86374042079563
463.25,-54.895724713804995
463.5,-56.9792123432547
463.75,-53.61515485833
464.0,-54.51749590465421
464.25,-52.28983065810636
464.5,-42.76645858171257
464.75,-56.52559438930753
465.0,-56.66070884940779
465.25,-50.09744563381903
465.5,-56.571918576772624
465.75,-52.253482546255405
466.0,-51.492999237707515
466.25,-50.95812835455635
466.5,-46.243962709459765
466.75,-60.808564501997914
467.0,-47.416036572593974
467.25,-54.35389275782697
467.5,-56.7719041136606
467.75,-54.423666672628464
468.0,-51.8704299679952
468.25,-56.1164063659835
468.5,-46.5386811026449
468.75,-56.84414603845561
469.0,-44.87752836410826
469.25,-64.94946249884356
469.5,-53.975978537097426
469.75,-48.28935136622369
470.0,-57.32683700077174
470.25,-50.73130998569253
470.5,-48.08451864321257
470.75,-55.642512479136855
471.0,-59.61502632960363
471.25,-48.86276325426616
471.5,-51.82903648042066
471.75,-55.890564234891706
472.0,-58.164501819171434
472.25,-54.59574491208034
472.5,-50.828246857089034
472.75,-49.82518753895814
473.0,-54.08458646981833
473.25,-55.397340910813185
473.5,-49.42439302280896
473.75,-49.44546570992223
474.0,-44.01773636412435
474.25,-51.89565341743562
474.5,-54.942369787694496
474.75,-53.322794309126024
475.0,-57.9670424829191
475.25,-54.42927357451049
475.5,-56.537837258805006
475.75,-53.314272527376374
476.0,-54.43026214247476
476.25,-50.20765837835715
476.5,-53.68641176268682
476.75,-49.48528314997146
477.0,-63.1901792610488
477.25,-50.59503191748788
477.5,-49.30319971191569
477.75,-45.253659386404266
478.0,-51.48475625546292
478.25,-46.749805162837
478.5,-44.60509553630969
478.75,-53.16573355852253
479.0,-52.05177050993505
479.25,-59.871475333479545
479.5,-47.03264727322486
479.75,-54.19507442439017
480.0,-55.3782578194265
480.25,-54.338676985666226
480.5,-49.259762431982104
480.75,-48.66027499657203
481.0,-51.8302427168558
481.25,-56.7814427917192
481.5,-49.375208134809675
481.75,-60.0936525513904
482.0,-55.92797471044858
482.25,-48.892472248522694
482.5,-50.41420034003357
482.75,-51.839944986143195
483.0,-53.838382395324224
483.25,-48.0798588055833
483.5,-54.20855646412941
483.75,-62.967347436769145
484.0,-45.89790534077643
484.25,-52.12070808110043
484.5,-47.2430940411438
484.75,-49.308247635288
485.0,-52.529942847287614
485.25,-41.84287387642886
485.5,-56.64785638163066
485.75,-49.29727675912535
486.0,-58.79568840716541
486.25,-46.138607698814894
486.5,-53.27836865675088
486.75,-58.66651759375825
487.0,-62.22480724345046
487.25,-50.17130305799285
487.5,-51.696813041806635
487.75,-60.57547005935895
488.0,-52.88988634225383
488.25,-48.15456391626391
488.5,-54.56702004336158
488.75,-50.77029776218965
489.0,-57.44038982663053
489.25,-50.688396183869145
489.5,-47.97782441392254
489.75,-51.59358783161184
490.0,-50.96777774711056
490.25,-50.2088879602489
490.5,-52.43395501642255
490.75,-52.86588283416569
491.0,-50.680904865360624
491.25,-48.353836900170165
491.5,-53.889276647425895
491.75,-48.47773292352328
492.0,-57.05798534400378
492.25,-51.03543060855534
492.5,-54.36042371025441
492.75,-54.86835811165228
493.0,-53.530378235266504
493.25,-54.84139288675514
493.5,-58.08024964797781
493.75,-53.664161972768376
494.0,-47.498884216500706
494.25,-56.57061023558352
494.5,-57.0195716265099
494.75,-54.24886893530097
495.0,-54.24440006920808
495.25,-49.27160686817455
495.5,-53.775834240335364
495.75,-56.120065732496855
496.0,-45.925458094402856
496.25,-49.01405137587738
496.5,-54.77566411452303
496.75,-55.05313624337297
497.0,-57.315397871947226
497.25,-53.11332182965909
497.5,-51.4965043113787
497.75,-47.65369727497641
498.0,-49.747586669642594
498.25,-54.40040504373597
498.5,-48.48765489042723
498.75,-59.39082565595604
499.0,-58.94633870854638
499.25,-52.75157405121697
499.5,-47.966780049395354
499.75,-57.12137674252979
500.0,-52.12661005456837
500.25,-48.14128613308989
500.5,-49.25805039085463
500.75,-53.38908343984312
501.0,-51.22156092531884
501.25,-50.34922133812847
501.5,-50.05101655763712
501.75,-54.58167744557612
502.0,-50.57763165508589
502.25,-48.34175964980141
502.5,-60.806032781735446
502.75,-47.574366267712854
503.0,-59.43543939890414
503.25,-54.74772051527773
503.5,-46.24668946463144
503.75,-57.42215723197215
504.0,-58.44403625635179
504.25,-47.70041830833098
504.5,-53.440946534839206
504.75,-56.06612632779344
505.0,-52.43835309950039
505.25,-45.08451765793848
505.5,-53.695435260258144
505.75,-50.40049159513314
506.0,-45.40597621646499
506.25,-55.954327718269845
506.5,-45.58405125711598
506.75,-53.97139877635425
507.0,-52.38292057379945
507.25,-51.43721386222298
507.5,-48.622175781597896
507.75,-49.38016192959427
508.0,-50.02379703839673
508.25,-55.81359995722636
508.5,-51.423443476019614
508.75,-55.71049332348842
509.0,-55.66119965394904
509.25,-57.63968500806155
509.5,-52.22477447187583
509.75,-50.037187896660335
510.0,-55.19955934900638
510.25,-51.58285528578412
510.5,-48.06001929235545
510.75,-59.94502396818368
511.0,-50.23670326824648
511.25,-48.23682457768887
511.5,-59.13070071746452
511.75,-56.45909850907459
512.0,-48.342519645549565
512.25,-50.80079124073661
512.5,-59.993396100937254
512.75,-52.66038535735576
513.0,-54.77704346297134
513.25,-51.598915805811586
513.5,-46.025931947684384
513.75,-53.1375827489561
514.0,-49.102024754718066
514.25,-55.50700707497666
514.5,-60.2300597178629
514.75,-52.360166669659414
515.0,-50.88797600111941
515.25,-50.376086268866445
515.5,-51.72101016828628
515.75,-61.19204879317349
516.0,-57.19063610760542
516.25,-52.67432024089084
516.5,-52.06296482714121
516.75,-51.29640949428647
517.0,-56.95848201716359
517.25,-56.176371361776404
517.5,-55.888498936928144
517.75,-59.43741303065528
518.0,-53.752241826680844
518.25,-54.99337789426424
518.5,-48.81443588754184
518.75,-56.202584767800396
519.0,-50.90352693353285
519.25,-56.088893627952444
519.5,-58.684607808562205
519.75,-52.27481782272162
520.0,-56.14844055327456
520.25,-54.757322806520136
520.5,-55.90417763177164
520.75,-52.10559230669762
521.0,-53.96491613686936
521.25,-42.87791704883611
521.5,-54.112939285870084
521.75,-55.94567242029135
522.0,-59.39289832571485
522.25,-54.656981740885385
522.5,-54.498017877267515
522.75,-48.84766887896301
523.0,-55.32688074953959
523.25,-55.11402934680124
523.5,-60.05573665896605
523.75,-53.54202782267972
524.0,-52.13530768162398
524.25,-57.63717249721662
524.5,-56.145636113167235
524.75,-42.863665260553304
525.0,-53.71416073597749
525.25,-52.608772482640646
525.5,-53.14417753796312
525.75,-51.389088672214875
526.0,-49.035106289902565
526.25,-50.31937360294858
526.5,-48.71865173327877
526.75,-53.08568306732525
527.0,-49.72914403840548
527.25,-46.678638093411514
527.5,-46.46659545919671
527.75,-50.86606884981598
528.0,-51.85095169071441
528.25,-55.98676685807581
528.5,-48.02561535579799
528.75,-44.90633097503043
529.0,-60.8617040020554
529.25,-58.55198324580601
529.5,-55.27822681133364
529.75,-59.56942489203093
530.0,-54.84948310685179
530.25,-56.69274460631473
530.5,-47.22549133611889
530.75,-56.04263276248691
531.0,-58.35188857207023
531.25,-47.47380413120286
531.5,-54.78654919563077
531.75,-55.17959255534821
532.0,-59.08447986906354
532.25,-52.89582940468895
532.5,-55.579267578701916
532.75,-43.41356704170988
533.0,-53.03555495273954
533.25,-50.32867981913907
533.5,-54.19708722855424
533.75,-50.08885671916329
534.0,-51.48393557406415
534.25,-55.18268752575339
534.5,-50.75878917841556
534.75,-48.22251084947851
535.0,-57.56152165118062
535.25,-51.959485225140625
535.5,-52.3874086742728
535.75,-55.41815188225589
536.0,-48.73876459392213
