"Time (s)","Sound pressure level (dB)"
5.026507993E1,-1.741193945E1
5.046701170E1,-1.540391705E1
5.066704454E1,-1.363997422E1
5.086656123E1,-1.930715463E1
5.106687693E1,-1.971679825E1
5.126618300E1,-2.079190643E1
5.146737693E1,-2.561799457E1
5.166747900E1,-2.072149152E1
5.186657685E1,-2.020776182E1
5.207025662E1,-2.401599508E1
5.226638823E1,-2.808751543E1
5.246653323E1,-2.102477661E1
5.266666577E1,-1.967014399E1
5.285736731E1,-1.556401479E1
5.305775100E1,-1.386148190E1
5.325766916E1,-1.970052951E1
5.345947200E1,-1.751758113E1
5.365975316E1,-2.269381486E1
5.386685662E1,-1.984581074E1
5.406698246E1,-2.280051782E1
5.426638270E1,-2.524391431E1
5.446673531E1,-2.895071426E1
5.466695754E1,-2.439911227E1
5.486616577E1,-2.710563194E1
5.506673408E1,-3.085517932E1
5.526750854E1,-3.088987405E1
5.546635877E1,-2.865157618E1
5.566636523E1,-2.885955061E1
5.586675600E1,-2.915748362E1
5.605839993E1,-3.217843459E1
5.625830854E1,-2.477994943E1
5.645749531E1,-2.894600153E1
5.665790493E1,-3.085409419E1
5.685934454E1,-2.601699406E1
5.706702885E1,-2.148814576E1
5.726688177E1,-2.623865608E1
5.746670331E1,-2.808178167E1
5.766806085E1,-3.189207843E1
5.786670270E1,-3.495917172E1
5.806841631E1,-2.966378018E1
5.826720731E1,-3.358905073E1
5.846697593E1,-2.826710252E1
5.866660339E1,-2.783826969E1
5.886608339E1,-3.614781797E1
5.906760270E1,-3.506061215E1
5.926809477E1,-3.756996877E1
5.945924116E1,-3.753460436E1
5.966724093E1,-3.268331081E1
5.986679508E1,-3.760760249E1
6.006660770E1,-3.828794981E1
6.026767285E1,-3.824925709E1
6.046606862E1,-3.720845184E1
6.066776608E1,-3.766426453E1
6.086789531E1,-3.883066799E1
6.106733877E1,-3.903793881E1
6.126754247E1,-3.692836898E1
6.146807816E1,-3.918167156E1
6.166677931E1,-3.477938374E1
6.186656362E1,-3.771261318E1
6.206696924E1,-3.700804435E1
6.226728270E1,-3.723083743E1
6.246735016E1,-3.739910107E1
6.266736977E1,-3.885282607E1
6.286787600E1,-3.665444162E1
6.306797377E1,-3.610462387E1
6.326693939E1,-3.855708922E1
6.346714147E1,-2.025618006E1
6.366621100E1,-1.409530823E1
6.386422331E1,-4.315914551E1
6.406715939E1,-3.692151506E1
6.426668031E1,-3.923882307E1
6.446679508E1,-3.633221276E1
6.466701293E1,-3.102693007E1
6.486653139E1,-2.215040919E1
6.506665346E1,-1.957198432E1
6.526646454E1,-2.109213290E1
6.546689939E1,-2.491341498E1
6.566758116E1,-2.612887011E1
6.586657016E1,-3.213725985E1
6.606761993E1,-3.409615074E1
6.626637747E1,-2.803591615E1
6.646698485E1,-2.867405997E1
6.666664154E1,-3.655873098E1
6.686795193E1,-3.053098744E1
6.706866924E1,-3.195296254E1
6.726727139E1,-2.707766880E1
6.746648400E1,-1.940086066E1
6.766641262E1,-1.959366487E1
6.787579231E1,-3.245333764E1
6.806771508E1,-3.409400709E1
6.826695224E1,-2.475465888E1
6.846592647E1,-3.513374533E1
6.866307631E1,-3.280613713E1
6.886604277E1,-2.091583358E1
6.906077931E1,-2.225122554E1
6.926038147E1,-1.473374723E1
6.945945662E1,-1.904086892E1
6.965879293E1,-3.629735920E1
6.986153077E1,-4.136541429E1
7.005877077E1,-3.986026871E1
7.025873162E1,-3.863605666E1
7.045891100E1,-3.838988620E1
7.066309070E1,-3.879191469E1
7.086229500E1,-4.113910134E1
7.105890916E1,-3.659616362E1
7.125907900E1,-3.593753532E1
7.145871931E1,-2.794239241E1
7.165868916E1,-4.020706015E1
7.185874370E1,-3.917717279E1
7.206664677E1,-3.804983191E1
7.226695624E1,-3.822252627E1
7.246783324E1,-3.975361773E1
7.266685139E1,-3.991769623E1
7.286666247E1,-3.903809675E1
7.306699354E1,-3.891137375E1
7.326898577E1,-3.781473102E1
7.346723870E1,-4.141670197E1
7.367109070E1,-3.855552322E1
7.386655908E1,-3.293361661E1
7.406840031E1,-3.387376744E1
7.426508700E1,-3.425208445E1
7.446633877E1,-4.199321643E1
7.466226000E1,-3.038694676E1
7.487845354E1,-4.094523223E1
7.506720862E1,-4.342793010E1
7.526742147E1,-4.524812418E1
7.546707224E1,-3.584120126E1
7.566777716E1,-3.531141864E1
7.586751662E1,-4.499217650E1
7.606430985E1,-4.514345921E1
7.626895908E1,-4.514796702E1
7.646629839E1,-4.513673378E1
7.666343847E1,-3.555406892E1
7.686774277E1,-4.494195737E1
7.706703047E1,-4.519965369E1
7.726747900E1,-4.451421103E1
7.746371877E1,-4.569707055E1
7.766791970E1,-3.862254023E1
7.786603439E1,-4.093262087E1
7.806748947E1,-3.652776011E1
7.826692454E1,-4.307502738E1
7.846672116E1,-4.388165638E1
7.866690924E1,-4.421014864E1
7.886706124E1,-4.382884608E1
7.906724547E1,-4.868322808E1
7.926708124E1,-4.828814534E1
7.946698031E1,-4.320423278E1
7.965923231E1,-4.622724903E1
7.986670000E1,-4.540651037E1
8.006708062E1,-4.280794985E1
8.026672208E1,-4.579563153E1
8.046639139E1,-3.852981682E1
8.066632977E1,-4.260241737E1
8.086698985E1,-3.628848782E1
8.106641654E1,-4.580336148E1
8.126667354E1,-4.331300068E1
8.146703224E1,-4.138023936E1
8.166668431E1,-4.131937626E1
8.186622370E1,-3.897235696E1
8.206502277E1,-4.776127638E1
8.226735039E1,-4.571337585E1
8.246782547E1,-3.597491715E1
8.266671224E1,-4.444789529E1
8.286672762E1,-3.318623672E1
8.306668462E1,-2.587877644E1
8.326707877E1,-3.961469460E1
8.346685385E1,-3.510106032E1
8.366596308E1,-4.153881890E1
8.386664331E1,-4.067441970E1
8.406634247E1,-3.797588849E1
8.426727439E1,-3.735740604E1
8.446826339E1,-3.565330625E1
8.466044585E1,-5.016793169E1
8.486680516E1,-4.912024058E1
8.506694339E1,-3.904539359E1
8.526705162E1,-3.849108603E1
8.546695816E1,-3.652548532E1
8.566542916E1,-4.570617599E1
8.585951962E1,-4.598972130E1
8.606659993E1,-4.063512503E1
8.626681008E1,-4.053957045E1
8.646665100E1,-4.014518231E1
8.666709447E1,-4.691111740E1
8.686658308E1,-2.258593765E1
8.705932054E1,-4.156548079E1
8.726627816E1,-2.927276109E1
8.746721347E1,-3.529420934E1
8.766531570E1,-4.737375742E1
8.786710977E1,-3.819682020E1
8.806714062E1,-4.286685881E1
8.826177600E1,-4.764302941E1
8.846650708E1,-4.723340288E1
8.866735139E1,-4.949259279E1
8.886676524E1,-5.016737517E1
8.905874062E1,-5.160871819E1
8.926813193E1,-4.789984746E1
8.946239816E1,-4.850413540E1
8.966667131E1,-4.978216463E1
8.986664639E1,-4.792432452E1
9.006693108E1,-4.418992810E1
9.026652178E1,-3.363658304E1
9.046766885E1,-3.933805901E1
9.066424185E1,-4.252726853E1
9.086225439E1,-4.969223180E1
9.106690824E1,-4.749226476E1
9.126689908E1,-3.455994407E1
9.146664154E1,-4.228975692E1
9.166784308E1,-4.887491285E1
9.186662339E1,-2.740829520E1
9.206680854E1,-4.561391388E1
9.226648862E1,-4.566104497E1
9.246704401E1,-3.110408645E1
9.266085285E1,-4.847224614E1
9.286304578E1,-4.357572175E1
9.306158893E1,-4.687182848E1
9.326181170E1,-4.063424890E1
9.346205747E1,-4.601153286E1
9.366652739E1,-4.976863642E1
9.386660762E1,-4.916531867E1
9.406655108E1,-3.947609673E1
9.426693993E1,-3.872804971E1
9.446695108E1,-2.426146638E1
9.466710793E1,-3.150289752E1
9.486790831E1,-3.889208318E1
9.506641693E1,-2.195774037E1
9.526762893E1,-3.082655548E1
9.546804216E1,-4.300130320E1
9.566793070E1,-3.605443681E1
9.586638924E1,-3.609709474E1
9.606638739E1,-3.851484111E1
9.626751293E1,-2.093687486E1
9.646754731E1,-4.158232934E1
9.666745531E1,-4.276411705E1
9.686726793E1,-3.519422881E1
9.706749539E1,-2.301218142E1
9.726753039E1,-2.308914990E1
9.746742616E1,-4.037534492E1
9.766733878E1,-4.321291156E1
9.786652639E1,-3.427431368E1
9.806654424E1,-2.503390917E1
9.826762093E1,-2.325797102E1
9.846794731E1,-4.512429211E1
9.866716924E1,-4.250513007E1
9.886801262E1,-2.803540368E1
9.906628647E1,-3.465479309E1
9.926826085E1,-2.251987812E1
9.946681593E1,-3.991598878E1
9.966686031E1,-4.164718380E1
9.986679354E1,-3.175756748E1
1.000669619E2,-2.792342331E1
1.002676495E2,-2.054183994E1
1.004673535E2,-3.578236999E1
1.006673067E2,-4.371103488E1
1.008573117E2,-4.517868532E1
1.010577843E2,-4.457735648E1
1.012578815E2,-4.720631852E1
1.014574320E2,-4.571478631E1
1.016589462E2,-4.462530643E1
1.017661581E2,-4.380407938E1
1.019673437E2,-3.775323829E1
1.021667107E2,-4.448272547E1
1.023670345E2,-3.692128498E1
1.025677049E2,-4.047852977E1
1.027665483E2,-4.616684945E1
1.029679362E2,-4.569676482E1
1.031665910E2,-4.333646454E1
1.033680498E2,-4.438379557E1
1.035681523E2,-4.216501671E1
1.037670726E2,-4.498943466E1
1.039667541E2,-4.544691458E1
1.041673705E2,-4.406223514E1
1.043670990E2,-4.451001463E1
1.045668676E2,-4.336238743E1
1.047673215E2,-4.307378987E1
1.049614418E2,-4.325316793E1
1.051663074E2,-4.066050132E1
1.053648067E2,-4.098344050E1
1.055670237E2,-4.229398208E1
1.057666732E2,-4.685955619E1
1.059672172E2,-4.233400576E1
1.061670993E2,-4.429642928E1
1.063668711E2,-4.262662907E1
1.065717548E2,-4.011164016E1
1.067676639E2,-4.287950115E1
1.069692299E2,-3.616533851E1
1.071670765E2,-4.119995731E1
1.073665114E2,-4.020482562E1
1.075669840E2,-3.800698878E1
1.077667006E2,-4.392953367E1
1.079680329E2,-3.753121492E1
1.081666523E2,-3.442042402E1
1.083666068E2,-4.268366791E1
1.085682219E2,-3.505079331E1
1.087664944E2,-3.851783959E1
1.089649252E2,-2.126665294E1
1.091642261E2,-4.055460975E1
1.093644005E2,-3.637287841E1
1.095654855E2,-2.396666944E1
1.097655043E2,-4.128267032E1
1.099663406E2,-3.887436588E1
1.101674865E2,-4.205000459E1
1.103686885E2,-4.474835178E1
1.105666231E2,-3.520991703E1
1.107679828E2,-4.334956478E1
1.109666037E2,-3.421174380E1
1.111574596E2,-4.283110464E1
1.113580344E2,-4.584692221E1
1.115581335E2,-2.345069474E1
1.117591772E2,-3.406020954E1
1.119574550E2,-2.853201189E1
1.120660679E2,-2.298103890E1
1.122669926E2,-3.613684351E1
1.124678858E2,-2.651006927E1
1.126666314E2,-2.345388336E1
1.128669845E2,-3.049760928E1
1.130669039E2,-3.467648385E1
1.132666839E2,-3.414173170E1
1.134668479E2,-4.313794055E1
1.136669868E2,-4.633995561E1
1.138669012E2,-4.732628506E1
1.140682347E2,-4.584011515E1
1.142673708E2,-4.045268052E1
1.144673412E2,-4.903634596E1
1.146669652E2,-4.182997011E1
1.148670532E2,-4.951169423E1
1.150623089E2,-4.699378843E1
1.152611089E2,-4.625386295E1
1.154619670E2,-4.870191863E1
1.156630184E2,-4.600637661E1
1.158629821E2,-4.888949064E1
1.160672932E2,-4.608776274E1
1.162586969E2,-4.757852740E1
1.164629579E2,-2.754106954E1
1.166590379E2,-2.783328010E1
1.168615095E2,-3.622777124E1
1.170666717E2,-2.549720669E1
1.172676716E2,-3.793777150E1
1.174667479E2,-1.967104290E1
1.176667379E2,-2.192869987E1
1.178669945E2,-2.814190325E1
1.180672566E2,-2.311112091E1
1.182668824E2,-3.982052020E1
1.184667809E2,-4.085860683E1
1.186608249E2,-4.273780237E1
1.188668883E2,-4.916768391E1
1.190648055E2,-4.055771530E1
1.192666375E2,-4.949138402E1
1.194664818E2,-4.548486794E1
1.196664883E2,-4.510930086E1
1.198672305E2,-4.331125318E1
1.200658765E2,-4.681517160E1
1.202665437E2,-4.904907364E1
1.204665717E2,-4.940648341E1
1.206677517E2,-3.947000588E1
1.208669154E2,-4.676452638E1
1.210654843E2,-4.581671917E1
1.212669107E2,-4.679970769E1
1.214669602E2,-4.968858352E1
1.216665594E2,-4.812359640E1
1.218667667E2,-4.946688021E1
1.220599129E2,-4.573505256E1
1.222664569E2,-4.817897228E1
1.224670012E2,-3.206819926E1
1.226666197E2,-4.173356368E1
1.228665510E2,-4.204366843E1
1.230668203E2,-3.383212650E1
1.232667751E2,-4.137101013E1
1.234665120E2,-4.183878610E1
1.236667652E2,-4.291831906E1
1.238675499E2,-4.669813799E1
1.240668304E2,-3.894980493E1
1.242665039E2,-4.455925808E1
1.244667249E2,-4.356768204E1
1.246658243E2,-3.553506597E1
1.248666184E2,-3.224193657E1
1.250667092E2,-3.487081021E1
1.252679757E2,-2.692638044E1
1.254614262E2,-2.883014264E1
1.256626009E2,-2.403148295E1
1.258609385E2,-3.549512283E1
1.260629923E2,-3.360222984E1
1.262605388E2,-3.977574740E1
1.264667751E2,-3.443276343E1
1.266668415E2,-3.916579406E1
1.268669409E2,-4.643423380E1
1.270665178E2,-4.149790500E1
1.272664418E2,-4.306757153E1
1.274671059E2,-4.983428040E1
1.276678510E2,-4.688413850E1
1.278664194E2,-5.186764261E1
1.280671132E2,-4.811383603E1
1.282667655E2,-4.875612232E1
1.284679059E2,-5.045703540E1
1.286668972E2,-3.852574693E1
1.288669889E2,-4.854149893E1
1.290672821E2,-2.502249543E1
1.292663292E2,-4.171925348E1
1.294585658E2,-4.194407140E1
1.296586196E2,-3.753365524E1
1.298586535E2,-3.216714519E1
1.300580079E2,-3.571187575E1
1.302595415E2,-3.388449157E1
1.304674836E2,-1.650211616E1
1.306664713E2,-2.261893189E1
1.308679452E2,-4.231129781E1
1.310676188E2,-4.857785501E1
1.312663421E2,-5.166736047E1
1.314673978E2,-4.919351579E1
1.316669723E2,-3.911810319E1
1.318663151E2,-2.168584676E1
1.320671403E2,-2.812601509E1
1.322665699E2,-1.712235822E1
1.324665919E2,-2.795218516E1
1.326668476E2,-1.808614738E1
1.328666987E2,-1.962323765E1
1.330670599E2,-1.777160444E1
1.332665375E2,-3.207948798E1
1.334668778E2,-2.523763060E1
1.336682975E2,-3.427484417E1
1.338665889E2,-2.752911198E1
1.340666445E2,-3.156453720E1
1.342667425E2,-3.940407652E1
1.344678788E2,-3.782877941E1
1.346666630E2,-3.106014556E1
1.348665282E2,-3.512597020E1
1.350668645E2,-2.532611328E1
1.352672562E2,-3.917237534E1
1.354665655E2,-4.519823254E1
1.356674184E2,-4.514990013E1
1.358665830E2,-4.112945807E1
1.360650033E2,-4.640990988E1
1.362601747E2,-4.385811677E1
1.364670732E2,-4.768818777E1
1.366665587E2,-3.096244048E1
1.368663585E2,-4.258474120E1
1.370665805E2,-2.994761020E1
1.372672222E2,-4.275282249E1
1.374666098E2,-4.983622466E1
1.376668064E2,-3.505442359E1
1.378659726E2,-4.921898182E1
1.380767385E2,-4.302200143E1
1.382662695E2,-3.332453414E1
1.384667024E2,-4.940949744E1
1.386671609E2,-4.126854436E1
1.388640984E2,-4.421819494E1
1.390644415E2,-5.177060687E1
1.392656009E2,-4.576771285E1
1.394644676E2,-5.095106412E1
1.396651264E2,-3.355209625E1
1.398676582E2,-4.894569194E1
1.400607793E2,-4.725114979E1
1.402665581E2,-4.657713919E1
1.404670107E2,-5.010954577E1
1.406670951E2,-4.545612163E1
1.408672584E2,-4.694239629E1
1.410660252E2,-5.076155018E1
1.412594212E2,-5.056617789E1
1.414682175E2,-5.102771642E1
1.416676898E2,-4.853636162E1
1.418663218E2,-5.064848964E1
1.420670766E2,-2.927020059E1
1.422667372E2,-3.179947224E1
1.424596917E2,-3.322860726E1
1.426675790E2,-2.561432456E1
1.428666462E2,-4.560798817E1
1.430572713E2,-4.042875109E1
1.432585954E2,-4.728721794E1
1.434602957E2,-5.086067372E1
1.436593665E2,-4.044898870E1
1.438590427E2,-4.767650227E1
1.439667966E2,-4.982528894E1
1.441670055E2,-4.694466084E1
1.443636625E2,-4.918195454E1
1.445675547E2,-4.997490106E1
1.447665606E2,-4.355610960E1
1.449665739E2,-4.707853317E1
1.451666513E2,-4.738603821E1
1.453653907E2,-4.889035798E1
1.455677938E2,-4.919573006E1
1.457671907E2,-4.220845816E1
1.459651885E2,-4.938328008E1
1.461673942E2,-2.784931571E1
1.463662037E2,-4.679515411E1
1.465666646E2,-2.194418126E1
1.467672412E2,-2.752199143E1
1.469663726E2,-2.878260021E1
1.471666965E2,-3.731609273E1
1.473682876E2,-2.492982861E1
1.475673351E2,-2.010472109E1
1.477668572E2,-4.114366137E1
1.479673819E2,-3.099364495E1
1.481673065E2,-3.517590362E1
1.483668221E2,-2.481010143E1
1.485664197E2,-3.118583843E1
1.487670085E2,-4.076836212E1
1.489670972E2,-3.319409681E1
1.491665015E2,-4.277185713E1
1.493670511E2,-2.421025956E1
1.495675852E2,-2.291629352E1
1.497674742E2,-4.489781153E1
1.499670101E2,-3.542253356E1
1.501667637E2,-2.273622269E1
1.503670849E2,-1.532505655E1
1.505677019E2,-1.761327702E1
1.507667406E2,-3.714108303E1
1.509669750E2,-2.867520416E1
1.511663378E2,-2.249522709E1
1.513670560E2,-2.113121751E1
1.515585520E2,-1.566435678E1
1.517581919E2,-2.106235293E1
1.519585132E2,-1.935288457E1
1.521593963E2,-2.312323261E1
1.523597948E2,-2.257589099E1
1.524664916E2,-2.252183661E1
1.526669751E2,-2.200165302E1
1.528679634E2,-3.777810848E1
1.530681674E2,-1.651142776E1
1.532672077E2,-2.827795018E1
1.534667565E2,-1.571387796E1
1.536662517E2,-2.700682949E1
1.538671624E2,-3.942988074E1
1.540671040E2,-2.629013029E1
1.542664188E2,-2.234378752E1
1.544639566E2,-1.732303823E1
1.546670419E2,-1.704423279E1
1.548678596E2,-3.888245780E1
1.550674845E2,-1.726132382E1
1.552662833E2,-1.509707131E1
1.554637935E2,-1.699062174E1
1.556670314E2,-2.074988505E1
1.558667886E2,-4.330916074E1
1.560675532E2,-2.740352156E1
1.562708708E2,-2.177628580E1
1.564667474E2,-1.737646527E1
1.566676908E2,-1.818542745E1
1.568680815E2,-3.540226191E1
1.570664357E2,-1.661613060E1
1.572675618E2,-1.966230047E1
1.574664092E2,-1.665312056E1
1.576675028E2,-2.335941317E1
1.578665833E2,-4.114403948E1
1.580624282E2,-1.819927516E1
1.582630591E2,-1.433886346E1
1.584615245E2,-1.013296963E1
1.586627569E2,-1.800886155E1
1.588620055E2,-2.697656932E1
1.590665209E2,-1.932402822E1
1.592669268E2,-2.023706595E1
1.594668631E2,-2.148665962E1
1.596673779E2,-1.760704016E1
1.598667695E2,-3.321645501E1
1.600674932E2,-3.148690692E1
1.602680443E2,-2.912896893E1
1.604671701E2,-2.522297662E1
1.606675325E2,-2.719218368E1
1.608664052E2,-3.068759735E1
1.610674276E2,-3.171640923E1
1.612672172E2,-3.457740540E1
1.614661065E2,-2.721529978E1
1.616674812E2,-3.287052871E1
1.618643449E2,-4.179815424E1
1.620641535E2,-3.234055448E1
1.622650242E2,-4.532028863E1
1.624651064E2,-2.084955217E1
1.626649381E2,-1.824330955E1
1.628675055E2,-3.734660206E1
1.630678960E2,-3.575705630E1
1.632665329E2,-4.201899816E1
1.634666960E2,-2.507572839E1
1.636664510E2,-1.824239949E1
1.638669005E2,-3.949897753E1
1.640666975E2,-3.978326321E1
1.642675683E2,-3.127910811E1
1.644662499E2,-2.155000953E1
1.646674590E2,-1.838199106E1
1.648675372E2,-3.621260658E1
1.650665434E2,-4.105190695E1
1.652578932E2,-2.731146092E1
1.654575759E2,-2.642256701E1
1.656580483E2,-1.505296759E1
1.658580485E2,-2.576303171E1
1.660586843E2,-4.551143478E1
1.662614643E2,-4.773794876E1
1.664617603E2,-3.977757136E1
1.666604557E2,-4.013420936E1
1.668628692E2,-4.418814141E1
1.670667225E2,-4.062274224E1
1.672668794E2,-4.678614624E1
1.674662800E2,-4.692218535E1
1.676668209E2,-4.867132966E1
1.678669467E2,-3.803794616E1
1.680666990E2,-3.884959458E1
1.682667175E2,-3.115657299E1
1.684573969E2,-4.161862225E1
1.686582339E2,-2.517364919E1
1.688581159E2,-2.536671763E1
1.690579274E2,-4.813757518E1
1.692599353E2,-3.114179635E1
1.694666701E2,-4.168224727E1
1.696656125E2,-2.132367969E1
1.698675129E2,-2.464885205E1
1.700668667E2,-4.685989658E1
1.702669799E2,-2.891483573E1
1.704663359E2,-3.799290585E1
1.706658243E2,-2.401475792E1
1.708673845E2,-2.664198048E1
1.710667581E2,-3.647539518E1
1.712666193E2,-2.489948408E1
1.714667148E2,-4.380032007E1
1.716663821E2,-1.895562655E1
1.718669024E2,-2.598117724E1
1.720673295E2,-4.660787638E1
1.722664664E2,-3.316177172E1
1.724663993E2,-3.056990428E1
1.726662542E2,-2.462240467E1
1.728663479E2,-3.198750063E1
1.730665391E2,-4.187290603E1
1.732665836E2,-3.721715372E1
1.734668720E2,-3.940897109E1
1.736670009E2,-3.583735148E1
1.738663883E2,-2.572011912E1
1.740667199E2,-3.805946858E1
1.742673944E2,-3.353342888E1
1.744667209E2,-3.675562852E1
1.746664114E2,-2.296613038E1
1.748671699E2,-2.611240980E1
1.750667181E2,-3.475556964E1
1.752678165E2,-4.694118820E1
1.754668354E2,-4.204126129E1
1.756673412E2,-4.095828753E1
1.758666873E2,-4.992107136E1
1.760675596E2,-3.695003266E1
1.762662356E2,-2.922306877E1
1.764652295E2,-3.525871082E1
1.766678049E2,-4.586805238E1
1.768671975E2,-4.364712515E1
1.770667631E2,-3.612106773E1
1.772665264E2,-4.280420772E1
1.774674369E2,-3.734624587E1
1.776669606E2,-3.312119042E1
1.778667412E2,-4.182893070E1
1.780669436E2,-3.688585478E1
1.782667760E2,-4.110965960E1
1.784665482E2,-4.961654265E1
1.786678560E2,-4.859754676E1
1.788670113E2,-5.061366729E1
1.790666489E2,-3.054504685E1
1.792674369E2,-4.181486253E1
1.794667929E2,-4.952412088E1
1.796664436E2,-4.664188584E1
1.798667858E2,-5.115129759E1
1.800672631E2,-4.438526313E1
1.802673725E2,-4.358769926E1
1.804663899E2,-2.781319129E1
1.806685612E2,-3.750021493E1
1.808653593E2,-2.238439608E1
1.810622409E2,-4.656284967E1
1.812668049E2,-3.579918137E1
1.814618852E2,-2.745024111E1
1.816682424E2,-2.593575208E1
1.818664307E2,-2.485435078E1
1.820684726E2,-4.079505572E1
1.822656105E2,-3.550518281E1
1.824671181E2,-2.840862738E1
1.826664785E2,-2.556490898E1
1.828632929E2,-2.257976910E1
1.830670480E2,-2.570857724E1
1.832682948E2,-2.318203225E1
1.834668445E2,-3.252657730E1
1.836670600E2,-2.333029794E1
1.838622627E2,-1.881258135E1
1.840667760E2,-3.666952960E1
1.842689295E2,-3.853527383E1
1.844668042E2,-3.864817487E1
1.846663000E2,-3.542976488E1
1.848663569E2,-3.667397161E1
1.850672022E2,-3.204571643E1
1.852668865E2,-3.576265176E1
1.854663683E2,-3.081578869E1
1.856674582E2,-3.920153636E1
1.858665228E2,-3.011843081E1
1.860668393E2,-3.752828019E1
1.862672409E2,-4.099800834E1
1.864676634E2,-3.365840117E1
1.866579686E2,-3.486720284E1
1.868588935E2,-3.874569945E1
1.870573502E2,-3.201605182E1
1.872574544E2,-3.773169052E1
1.874585108E2,-4.505724699E1
1.875653757E2,-3.232257266E1
1.877662779E2,-3.715456787E1
1.879670486E2,-3.727946710E1
1.881661163E2,-1.976763740E1
1.883670895E2,-4.274861446E1
1.885667396E2,-5.167146241E1
1.887666043E2,-5.219768063E1
1.889667077E2,-5.162495199E1
1.891674600E2,-4.969885114E1
1.893665323E2,-2.314308252E1
1.895672834E2,-3.003744382E1
1.897667341E2,-3.967299247E1
1.899666302E2,-4.265690864E1
1.901665991E2,-2.351097491E1
1.903626308E2,-3.958330464E1
1.905681175E2,-4.898807590E1
1.907667366E2,-5.037157594E1
1.909657803E2,-4.588692077E1
1.911671175E2,-3.719665765E1
1.913626929E2,-4.927686541E1
1.915658858E2,-5.130782741E1
1.917657181E2,-5.329145532E1
1.919617729E2,-4.739835225E1
1.921659664E2,-3.424107348E1
1.923651353E2,-3.781612805E1
1.925634895E2,-4.948040363E1
1.927700557E2,-4.725317919E1
1.929668335E2,-4.718537716E1
1.931678246E2,-4.586367217E1
1.933652070E2,-4.868415850E1
1.935669987E2,-4.943412698E1
1.937666662E2,-5.140775646E1
1.939666846E2,-4.927453409E1
1.941667406E2,-5.420005017E1
1.943666689E2,-5.229859555E1
1.945664726E2,-3.139627300E1
1.947675299E2,-5.100191881E1
1.949667828E2,-4.426826511E1
1.951674656E2,-5.355784957E1
1.953665822E2,-5.353572242E1
1.955666831E2,-4.838705299E1
1.957668492E2,-5.257672403E1
1.959649593E2,-4.955377041E1
1.961662634E2,-5.411951365E1
1.963669110E2,-5.163820086E1
1.965677793E2,-4.607617478E1
1.967667489E2,-5.489944070E1
1.969667166E2,-4.863708057E1
1.971676797E2,-5.342537166E1
1.973666772E2,-4.948578675E1
1.975670708E2,-4.661258889E1
1.977677298E2,-4.938124435E1
1.979665545E2,-5.275358790E1
1.981661679E2,-4.931535752E1
1.983663988E2,-5.314067038E1
1.985665541E2,-3.548051299E1
1.987580476E2,-4.757464894E1
1.989580517E2,-5.430859640E1
1.991576403E2,-5.097543290E1
1.992634172E2,-5.282726052E1
1.994583667E2,-3.968725901E1
1.995655273E2,-2.518487051E1
1.997667359E2,-2.999915033E1
1.999662412E2,-4.176507979E1
2.001662698E2,-4.837364854E1
2.003674270E2,-5.115321006E1
2.005672169E2,-3.080125493E1
2.007680646E2,-5.408022832E1
2.009664722E2,-4.676635335E1
2.011662834E2,-5.116504616E1
2.013667917E2,-4.888102114E1
2.015658563E2,-2.922835056E1
2.017674119E2,-5.052722378E1
2.019666230E2,-5.074885805E1
2.021667858E2,-3.702625647E1
2.023668548E2,-5.066298951E1
2.025671042E2,-4.436746470E1
2.027669803E2,-4.952695242E1
2.029678526E2,-5.510774019E1
2.031664800E2,-4.603833523E1
2.033664526E2,-5.195893036E1
2.035668399E2,-4.305877444E1
2.037667230E2,-5.222884744E1
2.039665311E2,-4.698439489E1
2.041671468E2,-4.696341841E1
2.043668104E2,-5.383001678E1
2.045672828E2,-5.013939421E1
2.047674886E2,-4.959198077E1
2.049669449E2,-5.259986296E1
2.051668520E2,-4.685242701E1
2.053669634E2,-5.350568299E1
2.055673123E2,-5.248818631E1
2.057664658E2,-4.289394773E1
2.059667378E2,-4.729130361E1
2.061587006E2,-4.696967508E1
2.063572157E2,-4.725965346E1
2.065574711E2,-3.946990741E1
2.067601880E2,-3.962150001E1
2.069580302E2,-5.298936522E1
2.070670264E2,-5.489767202E1
2.072674643E2,-4.907085292E1
2.074672203E2,-5.257823582E1
2.076670557E2,-3.696366700E1
2.078603566E2,-5.264268880E1
2.080667415E2,-5.034371322E1
2.082671969E2,-4.380606263E1
2.084676769E2,-4.707746058E1
2.086670196E2,-4.536147746E1
2.088674671E2,-5.266817687E1
2.090676077E2,-3.099817894E1
2.092666018E2,-4.907240311E1
2.094664976E2,-4.537028215E1
2.096661055E2,-3.096820002E1
2.098666729E2,-3.496345402E1
2.100668511E2,-4.416908996E1
2.102671345E2,-4.677536890E1
2.104671975E2,-5.541472925E1
2.106674559E2,-4.900527852E1
2.108665307E2,-5.110996898E1
2.110668299E2,-5.512115255E1
2.112668674E2,-4.332202411E1
2.114662369E2,-5.022561521E1
2.116655870E2,-3.144495131E1
2.118664511E2,-3.307038936E1
2.120675942E2,-4.863544284E1
2.122672799E2,-3.697046242E1
2.124661422E2,-5.239425771E1
2.126670988E2,-5.156398913E1
2.128645559E2,-4.456003110E1
2.130680945E2,-5.379512149E1
2.132668191E2,-3.403390429E1
2.134666234E2,-4.796645220E1
2.136626082E2,-4.727647327E1
